,original text,fwd_translated,rev_translated
6811," @jdotill, I want to, but there's a lot of traffic on the 15 right now. Do you have any medicine? I'm feeling sick lol.","@jdotill, quiero, pero hay mucho tráfico en el 15 en este momento. ¿Tienes algún medicamento? Me siento enfermo lol.","@jdotill, I want to, but there's a lot of traffic on the 15th right now. Do you have any medication? I feel sick lol."
6812," Even after spending 450,000 hours on phone calls and exchanging 1.5 million text and instant messages, I still can't comprehend this.","Incluso después de pasar 450,000 horas en llamadas telefónicas e intercambiar 1,5 millones de mensajes de texto e instantáneos, todavía no puedo comprender esto.","Even after spending 450,000 hours in phone calls and exchanging 1.5 million text and instant messages, I still can't understand this."
6813," Excited tweet directed at someone, expressing enthusiasm about an upcoming release and mentioning the coincidence that it coincides with the author's birthday and they already have money to purchase it.","Emocionado tweet dirigido a alguien, expresando entusiasmo por un próximo lanzamiento y mencionando la coincidencia de que coincide con el cumpleaños del autor y ya tienen dinero para comprarlo.","Exciting tweet directed at someone, expressing enthusiasm for a upcoming release and mentioning the coincidence that it coincides with the author's birthday and they already have money to buy it."
6814, I'm really struggling to figure out how to email the mayor and city council of Raleigh.,Estoy realmente luchando para averiguar cómo enviar un correo electrónico al alcalde y el ayuntamiento de Raleigh.,I'm really struggling to figure out how to send an email to the mayor and Raleigh City Hall.
6815," Tonight, I'll be partying with my soon-to-be husband named Matty, along with our friends MrsEggs, MrEggs, Jen, Josh, Erica, Ben, Alicia, and Tyler. We're planning to enjoy drinking and playing games.","Esta noche, estaré de fiesta con mi futuro esposo llamado Matty, junto con nuestros amigos MrsEggs, MrEggs, Jen, Josh, Erica, Ben, Alicia y Tyler.","Tonight, I'm partying with my future husband named Matty, along with our friends MrsEggs, MrEggs, Jen, Josh, Erica, Ben, Alicia and Tyler."
6816, The person acknowledges that things could have gone better if they didn't panic and expresses understanding that anyone could have panicked in that situation.,La persona reconoce que las cosas podrían haber ido mejor si no entraran en pánico y expresa la comprensión de que cualquiera podría haber entrado en pánico en esa situación.,The person recognizes that things could have gone better if they did not panic and expresses the understanding that anyone could have panicked in that situation.
6817," @LMRB found the question very peculiar and reacted by laughing out loud. However, they jokingly expressed that they don't know where their face is but miss it, indicating that they feel exposed on Twitter without it.","@LMRB encontró la pregunta muy peculiar y reaccionó riendo en voz alta. Sin embargo, en broma expresaron que no saben dónde está su cara, pero la extrañan, lo que indica que se sienten expuestos en Twitter sin ella.","@LMRB found the question very peculiar and reacted laughing out loud. However, jokingly they said they don’t know where her face is, but they miss her, indicating that they feel exposed on Twitter without her."
6818, @Dirtdawg50k had an entertaining day! Have a great Sunday.,@Dirtdawg50k tuvo un día entretenido! Tenga un gran domingo.,@Dirtdawg50k had a fun day! Have a great Sunday.
6819, I couldn't join the live chat with @MGiraudOfficial due to different time zones.,No pude unirme al chat en vivo con @MGiraudOfficial debido a diferentes husos horarios.,I could not join the live chat with @MGiraudOfficial due to different time zones.
6820," @missusP, it's great to see you appearing on Twitter from time to time. Stay in touch, and will we have the chance to see each other this summer?","@missusP, es genial verte aparecer en Twitter de vez en cuando. Mantente en contacto, ¿y tendremos la oportunidad de vernos este verano?","@missusP, it's great to see you appear on Twitter from time to time. Stay in touch, and will we have a chance to see us this summer?"
6821," @AZAAVFC4LIFE, I appreciate it, but unfortunately, I haven't had any success yet.","@AZAAVFC4LIFE, lo aprecio, pero desafortunadamente, todavía no he tenido éxito.","@AZAAVFC4LIFE, I appreciate it, but unfortunately, I haven't succeeded yet."
6822," ""I just finished my nap and now it's time to do some homework again. But before that, I need to find a good movie to watch.""","""Acabo de terminar mi siesta y ahora es el momento de hacer algunos deberes de nuevo, pero antes de eso, necesito encontrar una buena película para ver"".","""I just finished my nap and now it's time to do some homework again, but before that, I need to find a good movie to watch."""
6823, @greengoody is celebrating their upcoming 30th birthday and really enjoys being in their thirties so far.,@greengoody está celebrando su próximo 30 cumpleaños y realmente disfruta estar en sus treinta años hasta ahora.,@greengoody is celebrating her next 30th birthday and really enjoys being in her 30th birthday so far.
6824, I am done with the internet for the moment. I need to tidy up my personal space.,He terminado con internet por el momento. Necesito ordenar mi espacio personal.,I'm done with the internet for the moment. I need to sort out my personal space.
6825," Please send it now, you can do it, I know you can, you just choose not to.","Por favor envíalo ahora, puedes hacerlo, sé que puedes, solo elige no hacerlo.","Please send it now, you can do it, I know you can, just choose not to."
6826," Good morning! I only received the second email from Leslie yesterday, but I also need the first one. Can you please send it to me? Thank you.","Buenos días! Sólo recibí el segundo correo electrónico de Leslie ayer, pero también necesito el primero. ¿Puede por favor enviármelo? Gracias.","Good morning! I only received Leslie's second email yesterday, but I also need the first one. Can you please send it to me? Thank you."
6827," I'm very hungry, even though I don't understand the phrase ""mo fo"". I've only eaten two slices of pie so far.","Tengo mucha hambre, aunque no entiendo la frase ""mo fo"". Sólo he comido dos rebanadas de pastel hasta ahora.","I'm very hungry, although I don't understand the phrase ""mo fo."" I've only had two slices of cake so far."
6828," Zeke is awesome! I am leaving in approximately 10 minutes, which is exciting!","Zeke es impresionante! Me voy en aproximadamente 10 minutos, lo que es emocionante!","Zeke is awesome! I’m leaving in about 10 minutes, which is exciting!"
6829," @babygirlparis, I hope you enjoy it as it sounds appealing at the moment!","@babygirlparis, espero que lo disfrutes ya que suena atractivo en este momento!","@babygirlparis, I hope you enjoy it as it sounds attractive right now!"
6830, @dougfields I was introduced to @beabonehead last week! He's an amazing member of Saddleback Community. Please send me a direct message when you're free.,"@dougfields ¡Me presentaron a @beabonehead la semana pasada! Es un miembro increíble de Saddleback Community. Por favor, envíenme un mensaje directo cuando estén libres.",@dougfields I was introduced to @beabonehead last week! He is an amazing member of Saddleback Community. Please send me a direct message when you are free.
6831," I was supposed to get them, but it didn't happen.","Se suponía que los tenía que conseguir, pero no sucedió.","I was supposed to get them, but it didn't happen."
6832," @DWiley224, I won't be able to join you tonight for a fun time as I have to wake up early for a short vacation with my boyfriend. Yay! ;)","@DWiley224, No voy a ser capaz de unirse a ustedes esta noche para un momento divertido ya que tengo que despertar temprano para unas cortas vacaciones con mi novio. ¡Sí! ;)","@DWiley224, I will not be able to join you tonight for a fun time as I have to wake up early for a short vacation with my boyfriend. Yes! ;)"
6833, Enjoying a pleasant and sunny ride to town on the bus!,Disfrutar de un agradable y soleado viaje a la ciudad en el autobús!,Enjoy a pleasant and sunny trip to the city on the bus!
